Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
0196-VULGZ,Femenino,1,Si,No,6,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42175.0,237450.0,Concepcion
8837-VVWLQ,Femenino,0,No,No,8,Si,No,Fibra Optica,Si,No,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,42475.0,334200.0,Chiguayante
2696-NARTR,Masculino,0,No,No,11,Si,No,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,36925.0,463125.0,San Pedro de la Paz
2208-NKVVH,Masculino,0,Si,Si,43,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,12125.0,538975.0,Concepcion
7614-QVWQL,Masculino,0,Si,Si,49,No,Sin linea,ADSL/Cobre,No,Si,No,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),Si,25900.0,1270625.0,San Pedro de la Paz
1976-CFOCS,Femenino,1,Si,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,23000.0,23000.0,Chiguayante
4631-OACRM,Masculino,1,No,No,15,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39700.0,578050.0,Talcahuano
7139-JZFVG,Masculino,0,Si,Si,60,Si,No,ADSL/Cobre,Si,Si,Si,No,No,No,Plan 24 Meses,No,PAC (Cta Cte),No,30250.0,1847225.0,Chiguayante
4987-GQWPO,Masculino,0,No,No,17,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,12550.0,191400.0,Hualpen
3755-JBMNH,Masculino,1,Si,No,16,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,35900.0,583900.0,San Pedro de la Paz
1757-TCATG,Masculino,0,Si,Si,35,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,10025.0,373375.0,Hualpen
6345-ULYRW,Masculino,1,Si,No,44,Si,Si,Fibra Optica,No,Si,No,No,No,Si,Plan 12 Meses,No,Caja Vecina/Servipag,Si,44200.0,1956450.0,Concepcion
4776-XSKYQ,Femenino,0,Si,Si,12,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,15125.0,184425.0,Talcahuano
8048-DSDFQ,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10100.0,10100.0,San Pedro de la Paz
5753-QQWPW,Femenino,0,No,No,28,Si,No,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 12 Meses,Si,Transferencia/Webpay,No,29950.0,827350.0,Hualpen
6010-DDPPW,Masculino,0,Si,No,70,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12575.0,970425.0,Talcahuano
1809-DMJHQ,Femenino,0,No,Si,5,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,23000.0,110850.0,Hualpen
6693-FRIRW,Masculino,0,No,No,18,Si,No,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,50650.0,897325.0,San Pedro de la Paz
6586-MYGKD,Masculino,0,Si,No,70,Si,Si,ADSL/Cobre,Si,No,No,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,38475.0,2644900.0,San Pedro de la Paz
3173-NVMPX,Femenino,0,Si,Si,9,Si,Si,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,27650.0,250600.0,Hualpen
0248-PGHBZ,Femenino,1,No,No,67,Si,No,Fibra Optica,Si,Si,No,Si,Si,No,Plan 24 Meses,Si,PAC (Cta Cte),No,46225.0,3070425.0,San Pedro de la Paz
0623-GDISB,Femenino,0,No,No,1,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,24225.0,24225.0,Hualpen
2892-GESUL,Femenino,0,Si,Si,18,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9675.0,154625.0,Concepcion
6923-EFPNL,Masculino,0,No,No,4,Si,Si,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),Si,25875.0,100550.0,Concepcion
7472-EQOAV,Masculino,1,Si,Si,71,Si,No,Fibra Optica,Si,Si,Si,No,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,43350.0,3089675.0,Chiguayante
9574-RKJIF,Masculino,0,Si,Si,30,Si,Si,Fibra Optica,Si,Si,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47200.0,1419350.0,Concepcion
2043-WVTQJ,Masculino,0,Si,No,1,Si,No,ADSL/Cobre,Si,No,Si,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,27850.0,27850.0,Talcahuano
8034-RYTVV,Femenino,0,No,No,55,Si,Si,Fibra Optica,Si,No,Si,No,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,42125.0,2294925.0,San Pedro de la Paz
3863-QSTYI,Masculino,0,No,No,59,Si,No,ADSL/Cobre,No,No,Si,Si,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,32325.0,1867725.0,Talcahuano
2619-WFQWU,Femenino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,35075.0,35075.0,Concepcion
5044-LRQAQ,Femenino,0,Si,No,7,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,34600.0,238775.0,Chiguayante
1716-LSAMB,Masculino,0,Si,Si,45,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Plan 24 Meses,No,PAC (Cta Cte),No,27325.0,1276850.0,Concepcion
1333-PBMXB,Femenino,0,Si,Si,54,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAC (Cta Cte),No,12375.0,671075.0,Concepcion
6546-OPBBH,Masculino,0,Si,Si,51,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,11975.0,608175.0,Hualpen
5985-BEHZK,Femenino,1,Si,No,72,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,52500.0,3789025.0,Chiguayante
9127-QRZMH,Masculino,0,Si,No,44,Si,No,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,29925.0,1301975.0,Hualpen
5919-VCZYM,Masculino,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10025.0,21350.0,Talcahuano
9644-KVCNC,Femenino,0,No,No,66,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Plan 12 Meses,Si,PAC (Cta Cte),No,46075.0,3028450.0,Concepcion
2137-DQMEV,Masculino,0,Si,Si,68,No,Sin linea,ADSL/Cobre,Si,Si,No,No,Si,No,Plan 12 Meses,No,Caja Vecina/Servipag,No,22400.0,1491825.0,Hualpen
8174-LNWMW,Femenino,0,No,No,31,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,10450.0,344675.0,Concepcion
9279-CJEOJ,Femenino,1,No,No,21,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,47700.0,1012550.0,Chiguayante
7964-VEXDG,Masculino,0,No,Si,21,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,40175.0,873600.0,San Pedro de la Paz
2404-JIBFC,Femenino,0,Si,Si,55,Si,Si,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,42550.0,2328975.0,Hualpen
0778-NELLA,Masculino,0,No,No,9,No,Sin linea,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,17350.0,148050.0,Concepcion
8029-XYPWT,Masculino,1,Si,No,71,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,57525.0,4008300.0,Talcahuano
4614-NUVZD,Femenino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,40550.0,40550.0,Concepcion
4632-PAOYU,Masculino,0,Si,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9975.0,216750.0,Concepcion
3803-KMQFW,Femenino,0,Si,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,10275.0,10275.0,Talcahuano
6804-GDMOI,Femenino,0,No,No,61,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,Si,53300.0,3214200.0,Concepcion
2990-OGYTD,Femenino,0,Si,No,67,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,43075.0,2941925.0,Talcahuano
6646-JPPHA,Femenino,1,No,No,14,Si,No,Fibra Optica,Si,Si,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,39425.0,521900.0,Concepcion
9572-MTILT,Masculino,0,Si,No,59,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,53375.0,3126450.0,Hualpen
7658-UYUQS,Masculino,1,Si,No,21,Si,No,Fibra Optica,No,No,Si,No,Si,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,43275.0,928625.0,Chiguayante
7880-XSOJX,Masculino,0,No,No,4,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,21200.0,73200.0,Hualpen
9611-CTWIH,Femenino,0,No,No,3,Si,No,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,44725.0,120225.0,San Pedro de la Paz
4589-IUAJB,Masculino,0,Si,No,70,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12125.0,862075.0,San Pedro de la Paz
0329-GTIAJ,Femenino,0,No,No,3,Si,No,Fibra Optica,No,Si,No,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,48950.0,157650.0,San Pedro de la Paz
8746-BFOAJ,Masculino,1,No,No,21,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,10250.0,214775.0,Concepcion
8457-XIGKN,Masculino,0,No,No,20,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,9800.0,178075.0,Chiguayante
6072-NUQCB,Masculino,0,Si,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,10125.0,244125.0,Concepcion
6629-CZTTH,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,27850.0,27850.0,Talcahuano
8838-GPHZP,Femenino,0,No,No,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,10300.0,649350.0,Hualpen
8750-QWZAJ,Femenino,0,Si,Si,70,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,9900.0,689375.0,Talcahuano
5364-EVNIB,Masculino,0,No,No,13,Si,No,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39900.0,486725.0,Concepcion
6918-UMQCG,Femenino,0,No,No,5,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,40100.0,192125.0,Concepcion
0675-NCDYU,Femenino,0,Si,Si,72,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,58200.0,4271625.0,Concepcion
6339-DKLMK,Femenino,0,No,No,13,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,15825.0,194975.0,Hualpen
1346-PJWTK,Masculino,0,Si,No,61,Si,No,Fibra Optica,No,Si,Si,Si,No,Si,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,47075.0,2865925.0,Talcahuano
5088-QZLRL,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,10325.0,10325.0,Chiguayante
8023-QHAIO,Femenino,1,Si,No,56,Si,Si,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,38425.0,2137875.0,Concepcion
4397-FRLTA,Femenino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10075.0,42250.0,Concepcion
3057-VJJQE,Masculino,0,No,No,35,Si,Si,ADSL/Cobre,Si,No,No,No,No,No,Plan 24 Meses,No,Caja Vecina/Servipag,No,27625.0,962050.0,Hualpen
5087-SUURX,Femenino,0,Si,No,18,No,Sin linea,ADSL/Cobre,No,No,Si,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,19525.0,334925.0,Concepcion
2302-OUZXB,Masculino,0,Si,No,72,Si,Si,ADSL/Cobre,No,Si,Si,No,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,41075.0,2892150.0,Hualpen
8133-ANHHJ,Femenino,1,No,No,49,Si,Si,Fibra Optica,Si,Si,Si,Si,No,Si,Plan 12 Meses,No,PAC (Cta Cte),No,51500.0,2583100.0,Talcahuano
2270-CHBFN,Femenino,0,Si,No,44,Si,Si,Fibra Optica,Si,Si,Si,Si,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,47550.0,2030275.0,Concepcion
0013-EXCHZ,Femenino,1,Si,No,3,Si,No,Fibra Optica,No,No,No,Si,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,41950.0,133700.0,Concepcion
5982-FPVQN,Femenino,0,Si,Si,37,Si,Si,Fibra Optica,No,Si,Si,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,47575.0,1766425.0,Hualpen
9107-UKCKY,Masculino,0,Si,No,61,Si,Si,ADSL/Cobre,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,39900.0,2457400.0,Talcahuano
4654-ULTTN,Masculino,0,Si,No,70,Si,Si,ADSL/Cobre,Si,No,Si,Si,No,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,37400.0,2657900.0,Concepcion
5550-VFRLC,Femenino,1,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,34925.0,34925.0,Concepcion
5546-BYZSM,Femenino,0,No,No,41,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,10225.0,387800.0,Talcahuano
1492-KGETH,Masculino,0,Si,Si,70,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 12 Meses,No,PAC (Cta Cte),No,39175.0,2722975.0,Hualpen
4929-BSTRX,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,26775.0,26775.0,Chiguayante
4163-HFTUK,Masculino,0,No,No,51,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Transferencia/Webpay,No,9550.0,503900.0,San Pedro de la Paz
8215-NGSPE,Femenino,0,Si,Si,42,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10000.0,416775.0,Hualpen
2225-ZRGSG,Femenino,0,Si,Si,70,Si,Si,Fibra Optica,Si,Si,Si,Si,No,No,Plan 24 Meses,No,PAC (Cta Cte),Si,46950.0,3289525.0,Hualpen
8859-YSTWS,Masculino,0,No,No,48,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,9975.0,502250.0,Concepcion
5271-YNWVR,Masculino,0,Si,Si,68,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,Si,56575.0,3928000.0,Talcahuano
7601-DHFWZ,Femenino,0,No,No,48,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,12000.0,591525.0,Hualpen
2657-ALMWY,Femenino,1,Si,No,26,Si,No,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,42475.0,1084875.0,Concepcion
6330-JKLPC,Masculino,0,Si,No,11,Si,Si,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,40250.0,448450.0,Concepcion
4667-OHGKG,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,9650.0,9650.0,Talcahuano
1998-VHJHK,Femenino,0,No,No,27,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9575.0,250675.0,Talcahuano
1707-HABPF,Femenino,1,No,No,46,Si,No,Fibra Optica,No,Si,Si,No,Si,No,Plan 12 Meses,Si,PAC (Cta Cte),No,45650.0,2063175.0,San Pedro de la Paz
1660-HSOOQ,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,24825.0,24825.0,Chiguayante
7253-UVNDW,Femenino,0,No,No,46,Si,No,ADSL/Cobre,No,No,Si,Si,No,No,Plan 24 Meses,No,PAT (Tarjeta Credito),Si,27175.0,1230075.0,Talcahuano
0487-VVUVK,Masculino,0,Si,Si,25,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,9575.0,238800.0,Hualpen
7228-OMTPN,Masculino,0,No,No,4,Si,No,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,44225.0,185325.0,San Pedro de la Paz
5063-IUOKK,Masculino,0,No,No,13,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9875.0,132875.0,Concepcion
4508-OEBEY,Masculino,0,Si,No,31,Si,No,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,37750.0,1212225.0,Talcahuano
0027-KWYKW,Femenino,0,Si,Si,23,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,41875.0,924975.0,Concepcion
2308-STERM,Femenino,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9700.0,30525.0,Chiguayante
5982-XMDEX,Femenino,0,No,No,65,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,13250.0,849275.0,Chiguayante
6284-AHOOQ,Masculino,1,No,No,22,Si,Si,Fibra Optica,No,No,No,Si,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,45250.0,955300.0,Concepcion
6051-PTVNS,Femenino,0,Si,Si,55,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,9575.0,499050.0,Concepcion
2344-JMOGN,Masculino,0,Si,No,9,Si,No,Fibra Optica,No,Si,Si,Si,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,47425.0,445300.0,Concepcion
3799-ISUZQ,Masculino,0,Si,Si,7,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,34975.0,264750.0,San Pedro de la Paz
2877-VDUER,Femenino,0,Si,Si,35,No,Sin linea,ADSL/Cobre,No,No,No,Si,Si,No,Plan 12 Meses,No,Caja Vecina/Servipag,No,20450.0,691800.0,Hualpen
9152-AMKAK,Masculino,0,No,No,6,Si,No,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,40125.0,246700.0,Talcahuano
1794-HBQTJ,Femenino,0,No,No,1,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,24300.0,24300.0,Hualpen
9432-VOFYX,Masculino,0,No,No,17,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,35400.0,603500.0,San Pedro de la Paz
8049-WJCLQ,Masculino,0,Si,Si,10,Si,No,ADSL/Cobre,No,No,Si,No,Si,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,30100.0,281750.0,Chiguayante
6586-PSJOX,Masculino,0,No,Si,15,Si,No,ADSL/Cobre,No,No,Si,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,27600.0,432275.0,Hualpen
2460-FPSYH,Femenino,1,No,No,40,No,Sin linea,ADSL/Cobre,Si,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,27900.0,1054675.0,Chiguayante
9705-ZJBCG,Femenino,0,Si,Si,13,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Plan 12 Meses,No,PAC (Cta Cte),No,27075.0,350525.0,Chiguayante
4818-DRBQT,Masculino,0,Si,No,29,Si,Si,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,40075.0,1132625.0,San Pedro de la Paz
1320-HTRDR,Femenino,0,No,No,3,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37750.0,110300.0,Concepcion
6847-KJLTS,Femenino,1,Si,No,58,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,50200.0,2874900.0,Concepcion
9670-BPNXF,Femenino,0,No,No,45,Si,No,ADSL/Cobre,Si,Si,No,Si,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,31275.0,1398225.0,Talcahuano
3913-FCUUW,Femenino,0,Si,Si,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,No,Plan 24 Meses,Si,PAC (Cta Cte),No,35225.0,2582850.0,Talcahuano
3301-VKTGC,Masculino,0,Si,Si,68,Si,Si,Fibra Optica,Si,Si,No,No,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,42750.0,2848300.0,San Pedro de la Paz
1493-AMTIE,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,10100.0,10100.0,Chiguayante
9555-SAHUZ,Femenino,0,Si,Si,38,Si,No,ADSL/Cobre,Si,Si,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,27250.0,1038025.0,Hualpen
0816-TSPHQ,Masculino,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10375.0,22100.0,Chiguayante
9932-WBWIK,Masculino,0,No,No,11,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10175.0,107625.0,Concepcion
4619-EVPHY,Femenino,1,Si,No,20,Si,No,Fibra Optica,No,No,No,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,45500.0,929750.0,San Pedro de la Paz
5286-YHCVC,Masculino,0,Si,No,72,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,52400.0,3735050.0,Talcahuano
6424-ELEYH,Femenino,0,Si,No,3,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,37375.0,114750.0,San Pedro de la Paz
4391-RESHN,Masculino,0,No,No,23,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,52025.0,1235050.0,Chiguayante
9115-YQHGA,Masculino,0,No,No,40,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,25550.0,1046450.0,Chiguayante
4462-CYWMH,Masculino,1,Si,No,62,Si,Si,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,44900.0,2814775.0,Concepcion
8963-MQVYN,Femenino,0,No,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,10275.0,234925.0,Chiguayante
2458-EOMRE,Femenino,0,No,No,11,Si,No,ADSL/Cobre,Si,No,Si,No,No,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),No,32025.0,366975.0,Chiguayante
9334-GWGOW,Masculino,1,Si,No,7,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,37425.0,242625.0,Talcahuano
6821-BUXUX,Femenino,0,No,No,13,Si,Si,Fibra Optica,Si,Si,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,48325.0,622250.0,Concepcion
